"Goods Shipped","Gross Weight (t)"
"Profenofos","57.96"
"Glyphosate","80.3"
"Glyphosate","128.48"
"Glyphosate","192.72"
"Paraquat (Metyl Viologen)","112.3"
"Metolachlor","98.92"
"Tetrahydrofurfuryl alcohol","59.78"
"Clariva","29.71"
"Metolachlor","49.76"
"Cyhalothrin","23.02"
"Mesotrione","17.24"
"Metalaxyl","7.87"
"Chlorantraniliprole","48.79"
"Profenofos","49.4"
"Chlorantraniliprole","48.79"
"Propiconazole","39.35"
"Mesotrione","17.24"
"Diquat","50.11"
"Metolachlor","99.52"
"Cyproconazole","15.21"
"Metolachlor","25.03"
"Cyhalothrin","118.72"
"Metolachlor","24.73"
"Mesotrione","17.24"
"Metolachlor","74.79"
"Metolachlor","75.09"
"Difenoconazole","72.85"
"Cyproconazole","15.21"
"Mesotrione","17.24"
"Brodifacoum","0.46"
"Propiconazole","19.68"
"Metalaxyl","3.93"
"Metalaxyl","4.92"
"Cyproconazole","7.61"
"Mandipropamid","4.22"
"Cyproconazole","15.2"
"Abamectin","3.61"
"Metolachlor","49.46"
"Azoxystrobin","174.98"
"Azoxystrobin","28"
"Thiabendazole","9.45"
"Metolachlor","99.52"
"Thiabendazole","18.91"
"Azoxystrobin","160.18"
"Ametryn","52.56"
"Paraquat (Metyl Viologen)","107.54"
"Thiamethoxam","35.88"
"Glyphosate","192.84"
"Thiamethoxam","5.48"
"Chlorothalonil","27.36"
"Paraquat (Metyl Viologen)","111.94"
"Chlorothalonil","41.04"
"Mesotrione","8.8"
"Glyphosate","192.72"
"Profenofos","49.4"
"Cyantraniliprole","37.87"
"Chlorantraniliprole","48.74"
"Benoxacor","12.15"
"Cyantraniliprole","12.81"
"Tetrahydrofurfuryl alcohol","40.09"
"Chlorantraniliprole","48.75"
"Azoxystrobin","46.14"
"Thermoset Polymethyl Urea Resins ","17.12"
"Azoxystrobin","47.26"
"Azoxystrobin","31.63"
"Difenoconazole","20.6"
"Paraquat (Metyl Viologen)","112.32"
"Paraquat (Metyl Viologen)","94.8"
"Glyphosate","192.72"
"Paraquat (Metyl Viologen)","94.8"
"Paraquat (Metyl Viologen)","22.46"
"Glyphosate","192.72"
"Cyprodinil","22.88"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Paraquat (Metyl Viologen)","112.22"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Fomesafen","19.4"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Mesotrione","8.8"
"Metolachlor","74.79"
"Metolachlor","74.81"
"Metolachlor","24.73"
"Mesotrione","17.24"
"Mesotrione","17.24"
"Metolachlor","49.46"
" Sodium Lignosulphonate","33.25"
"Mesotrione","17.24"
"Propiconazole","19.68"
"Metolachlor","99.82"
"Metolachlor","25.03"
"Metolachlor","99.52"
"Metolachlor","98.92"
"Paraquat (Metyl Viologen)","78.12"
"Metolachlor","74.79"
"Metolachlor","24.73"
"Paraquat (Metyl Viologen)","75.56"
"Fludioxonil","1.72"
"Cyantraniliprole","27.23"
"Abamectin","94.43"
"Profenofos","49.4"
"Thiabendazole","9.45"
"Azoxystrobin","15.77"
"Pirimiphos-methyl","12.59"
"Thiamethoxam","12.3"
"Thiamethoxam","119.2"
"Flumetralin","6.59"
"Atrazine","20.62"
"Chlorothalonil","68.4"
"Difenoconazole","20.6"
"N-Methyl-2-pyrrolidone","19.94"
"Flumetralin","33.87"
"Difenoconazole","20.6"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Difenoconazole","20.6"
"Atrazine","144.33"
"Profenofos","49.4"
"Glyphosate","192.72"
"Paraquat (Metyl Viologen)","94.8"
"Paraquat (Metyl Viologen)","94.8"
"Atrazine","164.94"
"Thiamethoxam","118.92"
"Thiamethoxam","59.46"
"Pyridine","11.37"
"Paraquat (Metyl Viologen)","112.28"
"Paraquat (Metyl Viologen)","112.36"
"Difenoconazole","20.6"
"Fomesafen","77.6"
"Metolachlor","99.82"
"Paraquat (Metyl Viologen)","146.06"
"Metolachlor","99.82"
"Metolachlor","99.82"
"Azoxystrobin","136.61"
"Thiamethoxam","49.2"
"Cyantraniliprole","52.24"
"Tetrahydrofurfuryl alcohol","59.96"
"Pirimiphos-methyl","12.59"
"Azoxystrobin","91.78"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Difenoconazole","20.6"
"Thiamethoxam","23.81"
"Thiamethoxam","23.81"
"Thiamethoxam","11.91"
"Thiamethoxam","23.81"
"Glyphosate","192.72"
"Diafenthiuron","20.14"
"Cyproconazole","22.81"
"Paraquat (Metyl Viologen)","48.82"
"Mesotrione","17.24"
"Cyhalothrin","59.39"
"Difenoconazole","72.85"
"Diquat","75.02"
"Cyhalothrin","23.12"
"Cyhalothrin","39.74"
"Mesotrione","17.24"
"Cyhalothrin","1.76"
"Butylated triphenyl phosphate","59.56"
"Thiamethoxam","30.93"
"Metolachlor","100.13"
"Cyproconazole","22.36"
"Tetrahydrofurfuryl alcohol","238.99"
"Atrazine","20.62"
"Difenoconazole","72.85"
"Metolachlor","101.12"
"Metolachlor","24.73"
"Thiamethoxam","79.33"
"Metolachlor","100.12"
"Metolachlor","99.52"
"Thiamethoxam","10.95"
"Metolachlor","100.13"
"Butylated triphenyl phosphate","39.66"
"Metolachlor","99.84"
"Thiamethoxam","99.45"
"Metolachlor","100.13"
"Atrazine","164.94"
"Metolachlor","100.12"
"Metolachlor","100.12"
"Thiamethoxam","24.6"
"Glyphosate","64.24"
"Difenoconazole","20.6"
"Glyphosate","192.72"
"Difenoconazole","20.6"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Tri-iso-octyl Phosphate（TOP）","120"
"Thiamethoxam","24.6"
"Thiamethoxam","36.9"
"Metolachlor","100.12"
"Thiabendazole","9.45"
"Metolachlor","100.12"
"Diuron","101.16"
"Thiamethoxam","47.58"
"Diuron","50.58"
"Thiabendazole","9.45"
"Diuron","134.88"
"Butylated triphenyl phosphate","39.72"
"Trinexapac-ethyl","78.71"
"Butylated triphenyl phosphate","39.74"
"Glyphosate","192.84"
"Glyphosate","192.72"
"Butylated triphenyl phosphate","39.66"
"Glyphosate","192.84"
"Metolachlor","100.12"
"Butylated triphenyl phosphate","39.66"
"Glyphosate","192.72"
"Glyphosate","96.42"
"Cyhalothrin","23.76"
"N-Methyl-2-pyrrolidone","20.05"
"Metolachlor","99.82"
"Fluazifop-p-butyl","24.44"
"Glyphosate","192.84"
"Diafenthiuron","20.14"
"Glyphosate","192.72"
"Metalaxyl","2.95"
"Cyhalothrin","22.98"
"Metolachlor","99.82"
"Azoxystrobin","31.42"
"Paraquat (Metyl Viologen)","112.32"
"Paraquat (Metyl Viologen)","112.34"
"Paraquat (Metyl Viologen)","22.46"
"Cyhalothrin","59.15"
"Pirimiphos-methyl","12.59"
"Azoxystrobin","15.85"
"Glyphosate","192.72"
"Diafenthiuron","30.21"
"Glyphosate","48.18"
"Glyphosate","144.54"
"Glyphosate","192.72"
"Glyphosate","192.84"
"Profenofos","49.4"
"Glyphosate","192.84"
"Benzovindiflupyr ","30"
"Tri-iso-octyl Phosphate（TOP）","120"
"Benzovindiflupyr ","24.71"
"Tetrahydrofurfuryl alcohol","189.6"
"Tri-iso-octyl Phosphate（TOP）","100"
"Benzovindiflupyr ","9.99"
"Butylated triphenyl phosphate","39.72"
"Cyhalothrin","47"
"Cyhalothrin","70.2"
"Butylated triphenyl phosphate","39.74"
"Fluazifop-p-butyl","24.65"
"Thiamethoxam","36.9"
"Thiamethoxam","36.9"
"Thiamethoxam","36.9"
"Emamectin benzoate","2.51"
"Emamectin benzoate","47.28"
"Azoxystrobin","15.8"
"Difenoconazole","20.6"
"Profenofos","49.4"
"Difenoconazole","20.6"
"Difenoconazole","72.85"
"Butylated triphenyl phosphate","39.86"
"Propiconazole","39.35"
"Brodifacoum","0.46"
"Butylated triphenyl phosphate","39.72"
"Paraquat (Metyl Viologen)","153"
"Trinexapac-ethyl","39.35"
"Propiconazole","39.35"
"Fluazifop-p-butyl","24.48"
"Thiamethoxam","11.09"
"Indoxacarb","2.79"
"Thiamethoxam","78.92"
"Thiamethoxam","22.18"
"Thiamethoxam","19.64"
"Fludioxonil","6.96"
"Abamectin","18.83"
"Benzovindiflupyr ","8.9"
"Pirimiphos-methyl","12.6"
"Pirimiphos-methyl","12.78"
"Flumetralin","17.78"
"Tetronic acid","12.59"
"Cyhalothrin","23.14"
"Propiconazole","1.97"
"Cyhalothrin","24.76"
"Butylated triphenyl phosphate","39.76"
"Butylated triphenyl phosphate","39.76"
"Benzovindiflupyr ","6.36"
"Chlorantraniliprole","86.31"
"Diafenthiuron","10.06"
"Emamectin benzoate","23.64"
"Tetrahydrofurfuryl alcohol","189.6"
"Metolachlor","100.14"
"Atrazine","20.62"
"Tri-iso-octyl Phosphate（TOP）","120"
"Tri-iso-octyl Phosphate（TOP）","100"
"Metolachlor","99.52"
"Thiamethoxam","21.91"
"Metolachlor","98.93"
"Atrazine","56.62"
"Benzovindiflupyr ","35.09"
"Metalaxyl","5.9"
"Glyphosate","192.72"
"Thiamethoxam","2.69"
"Paraquat (Metyl Viologen)","67.34"
"Metalaxyl","1.97"
"Abamectin","3.61"
"Glyphosate","192.72"
"Metalaxyl","1.97"
"Metolachlor","100.13"
"Atrazine","164.94"
"Cyproconazole","7.59"
"Tri-iso-octyl Phosphate（TOP）","20"
"Metolachlor","49.76"
"Profenofos","49.4"
"Thiamethoxam","5.48"
"Glyphosate","192.72"
" Sodium Lignosulphonate","46.03"
"Metolachlor","99.82"
"Benzovindiflupyr ","35.04"
"Paraquat (Metyl Viologen)","44.9"
"Thiamethoxam","36.9"
"Glyphosate","192.72"
"Cypermethrin","3.05"
"Profenofos","49.4"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Atrazine","39.05"
"Atrazine","97.61"
"Atrazine","156.18"
"Atrazine","78.09"
"Thiamethoxam","21.91"
"Chlorothalonil","40.72"
"Emamectin benzoate","70.91"
"Thiamethoxam","21.91"
"Atrazine","19.52"
"Atrazine","156.18"
"Atrazine","19.52"
"Atrazine","78.09"
"Atrazine","156.18"
"Atrazine","19.52"
"Diafenthiuron","10.07"
"Diafenthiuron","20.14"
"Tri-iso-octyl Phosphate（TOP）","100"
"Diafenthiuron","20.12"
"Cyhalothrin","47.08"
"Cyproconazole","14.06"
"Cyproconazole","14.07"
"Flumetralin","16.94"
"Metolachlor","100.13"
"Metolachlor","100.13"
"Metolachlor","100.12"
"Flumetralin","4.23"
"Emamectin benzoate","47.28"
"Thiamethoxam","24.6"
"Thiamethoxam","36.9"
"Profenofos","49.4"
"Pirimiphos-methyl","12.78"
"Emamectin benzoate","59.1"
"Hexanol","58.25"
"Chlorantraniliprole","48.84"
"DPGDB","43.17"
"Cyprodinil","9.5"
"Pirimiphos-methyl","12.78"
"Paclobutrazol","11.84"
"Diafenthiuron","20.12"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Difenoconazole","20.6"
"Glyphosate","192.72"
"Glyphosate","192.72"
"Paclobutrazol","11.84"
"Cyproconazole","14.07"
"Metolachlor","100.13"
"Metolachlor","100.13"
"Metolachlor","50.06"
"Metolachlor","100.12"
"Metolachlor","100.13"
"Cyproconazole","14.06"
"Cyproconazole","3.8"
"Diquat","49.92"
"Difenoconazole","72.85"
"Metolachlor","100.14"
"Cyproconazole","14.07"
"Fludioxonil","1.72"
"Fludioxonil","4.3"
"Fludioxonil","5.59"
"Azoxystrobin","15.83"
"Paraquat (Metyl Viologen)","25.92"
"Pirimiphos-methyl","12.78"
"Pirimiphos-methyl","12.78"
"Dimethoate","44.44"
"Thiamethoxam","20.01"
"Thiamethoxam","119.09"
"Glyphosate","128.48"
"Flumetralin","13.55"
"Atrazine","78.09"
"Thiamethoxam","39.69"
"Difenoconazole","20.6"
"Glyphosate","192.72"
"Atrazine","39.05"
"Emamectin benzoate","8.86"
"Thiamethoxam","79.22"
"Atrazine","156.18"
"Atrazine","136.66"
"Fomesafen","19.4"
"Fomesafen","58.2"
"Atrazine","156.18"
"Thiamethoxam","10.95"
"Glyphosate","192.72"
"Atrazine","39.05"
"Thiamethoxam","21.91"
"Profenofos","48.3"
"Profenofos","48.3"
"Metolachlor","99.82"
"Metalaxyl","5.9"
"Abamectin","1.8"
"Metolachlor","100.13"
"Trinexapac-ethyl","39.12"
"Paraquat (Metyl Viologen)","107.78"
"Paraquat (Metyl Viologen)","107.64"
"Paraquat (Metyl Viologen)","51.85"
"Azoxystrobin","37.33"
"Atrazine","156.18"
"Atrazine","97.61"
"Emamectin benzoate","31.85"
"Thiamethoxam","79.56"
"Thiamethoxam","20.02"
"Atrazine","136.66"
"Flumetralin","16.94"
"Emamectin benzoate","41.88"
"Emamectin benzoate","50.25"
"Atrazine","58.57"
"Emamectin benzoate","34.19"
"Atrazine","78.09"
"Atrazine","156.18"
"Emamectin benzoate","50.25"
"DPGDB","43.02"
"Thiamethoxam","99.57"
"Thiamethoxam","79.29"
"Tri-iso-octyl Phosphate（TOP）","120"
"Chlorothalonil","27.36"
"Glyphosate","192.72"
"Glyphosate","48.18"
"DPGDB","64.54"
"Chlorothalonil","95.76"
"Chlorothalonil","95.76"
"Profenofos","49.4"
"Metolachlor","99.82"
"Propiconazole","84.61"
"Paraquat (Metyl Viologen)","103.78"
"Cyproconazole","3.8"
"Paraquat (Metyl Viologen)","104.04"
"Propiconazole","1.97"
"Metolachlor","99.23"
"Metolachlor","25.04"
"Paraquat (Metyl Viologen)","51.33"
"Paraquat (Metyl Viologen)","103.93"
"Biostimulant","124.2"
"Biostimulant","124.2"
"Diuron","8.43"
"Thiamethoxam","49.2"
"Azoxystrobin","10.8"
"No description","10.06"
"Thiamethoxam","119.33"
"Thiamethoxam","79.47"
"Thiamethoxam","59.78"
"Thiamethoxam","79.39"
"DPGDB","64.63"
"DPGDB","43.08"
"DPGDB","43.09"
"Emamectin benzoate","62.05"
"DPGDB","43.04"
"DPGDB","43.11"
"DPGDB","43.07"
"Glyphosate","192.72"
"Diafenthiuron","20.12"
"Glyphosate","192.72"
"Diafenthiuron","48.3"
"Glyphosate","192.72"
"Chlorothalonil","95.76"
"Glyphosate","64.24"
"Tri-iso-octyl Phosphate（TOP）","120"
"Glyphosate","192.72"
"Chlorothalonil","95.76"
"Glyphosate","192.72"
"Diafenthiuron","48.3"
"Chlorothalonil","95.76"
"Difenoconazole","72.85"
"Metalaxyl","1.97"
"Cyproconazole","28.14"
"Metolachlor","49.47"
"Cyproconazole","28.11"
"Paraquat (Metyl Viologen)","107.68"
"Metolachlor","99.22"
"Cyproconazole","28.13"
"Metolachlor","100.12"
"Trinexapac-ethyl","39.35"
"Metalaxyl","0.98"
"Cyproconazole","14.06"
"Paraquat (Metyl Viologen)","109.78"
"Cyproconazole","14.06"
"Difenoconazole","20.6"
"Trifloxysulfuron ","1.37"
"Diquat","101.13"
"Diuron","25.29"
"Diuron","50.58"
"Diquat","100.08"
"Diuron","16.86"
"Dimethoate","22.44"
"Thiamethoxam","49.2"
"Emamectin benzoate","43.59"
"Thiamethoxam","79.32"
"Thiamethoxam","119.75"
"Emamectin benzoate","68.69"
"Thiamethoxam","39.87"
"Thiamethoxam","79.67"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Profenofos","49.4"
"Tri-iso-octyl Phosphate（TOP）","120"
"Fomesafen","19.4"
"Fomesafen","38.8"
"Diafenthiuron","30.21"
"Paraquat (Metyl Viologen)","112.26"
"Paraquat (Metyl Viologen)","112.2"
"Propiconazole","19.68"
"Diquat","100.06"
"Emamectin benzoate","34.19"
"Pirimiphos-methyl","25.56"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","110.02"
"Glyphosate","192.84"
"Paraquat (Metyl Viologen)","109.9"
"Glyphosate","192.84"
"Profenofos","49.4"
"Tetrahydrofurfuryl alcohol","93.08"
"Glyphosate","192.72"
"Thiamethoxam","117.76"
"Glyphosate","192.84"
"Metolachlor","75.09"
"Metolachlor","99.52"
"Trinexapac-ethyl","39.35"
"Metolachlor","100.13"
"Cyproconazole","14.07"
"Propiconazole","19.68"
"Metolachlor","99.83"
"Metolachlor","100.12"
"Metolachlor","99.52"
"Paraquat (Metyl Viologen)","112.36"
"Paraquat (Metyl Viologen)","112.1"
"Chlorantraniliprole","73.23"
"Thiamethoxam","24.6"
"Chlorantraniliprole","24.42"
"Chlorantraniliprole","24.4"
"Propiconazole","19.68"
"Paraquat (Metyl Viologen)","103.9"
"Thermoset Polymethyl Urea Resins ","12.84"
"Abamectin","4.81"
"Brodifacoum","0.46"
"Diquat","75.2"
"Propiconazole","1.97"
"Paraquat (Metyl Viologen)","72.04"
"Profenofos","41.61"
"Trinexapac-ethyl","19.68"
"Cyproconazole","14.05"
"Chlorothalonil","13.68"
"Profenofos","48.3"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Indoxacarb","1.86"
"Tetrahydrofurfuryl alcohol","55.85"
"N-Methyl-2-pyrrolidone","39.86"
"DPGDB","64.51"
"DPGDB","43.02"
"Azoxystrobin","15.95"
"Metolachlor","100.12"
"Metolachlor","100.12"
"Cyhalothrin","46.7"
"Tri-iso-octyl Phosphate（TOP）","120"
"Paraquat (Metyl Viologen)","94.8"
"Paraquat (Metyl Viologen)","94.8"
"Paraquat (Metyl Viologen)","94.8"
"Paraquat (Metyl Viologen)","75.84"
"Difenoconazole","20.6"
"Difenoconazole","20.6"
"Profenofos","49.4"
"Difenoconazole","10.3"
"Diafenthiuron","10.07"
"Glyphosate","192.72"
"Glyphosate","192.84"
"Glyphosate","192.84"
"Glyphosate","192.72"
"Fludioxonil","0.86"
"Glyphosate","192.72"
"Thiamethoxam","36.9"
"Thiamethoxam","58.84"
"Thiamethoxam","23.81"
"Cyhalothrin","48.98"
"Fluazifop-p-butyl","24.75"
"DPGDB","43.07"
"Thiamethoxam","119.19"
"Thiamethoxam","23.81"
"Thiamethoxam","23.32"
"Pirimiphos-methyl","25.32"
"Brodifacoum","1.36"
"DPGDB","43.09"
"Biostimulant","124.2"
"2 X 20 CONTAINERS CONTAINING 1600 DRUMS OF 16000LT BROWSER 800 X 20LT","40.26"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF BROWSER 80 X 200LT","19.8"
"1 X 20 CONTAINERS CONTAINING 800 DRUMS OF NAVIGATOR","19.15"
"3 X 40 CONTAINERS CONTAINING 320 DRUMS OF 21600LT TRICLON","78.45"
"3 X 40 CONTAINERS CONTAINING 320 DRUMS OF INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHUR-TREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)","76.1"
"3 X 40 CONTAINERS CONTAINING 2160 BOXES OF FERTILIZERS BIOZYME SAP","53.24"
"2 X 40 CONTAINERS CONTAINING 4000 BAGS OF FERTILIZERS K-FOL","41.56"
"3 X 40 CONTAINERS CONTAINING 3360 BOXES OF FERTILIZERS K-FOL SAP","42.54"
"2 X 40 CONTAINERS CONTAINING 1440 DRUMS OF FERTILIZERS FOLTRON PLUS SAP","39.24"
"1 X 40 CONTAINERS CONTAINING 1200 BOXES OF FERTILIZERS FOLTRON PLUS SAP","20.27"
"8 X 20 CONTAINERS CONTAINING 8 TANK OF ISOPROPYLAMINE, CLASS 3 MONOISOPROPYLAMINE MIPA 99.5%","115.83"
"9 X 40 CONTAINERS CONTAINING 8100 BAGS OF MICROTHIOL DISPERSS WG","209.18"
"7 X 40 CONTAINERS CONTAINING 3360 BAGS OF ACEFATO INGREDIENTE ATIVO ACEPHATE REGI STRO NO MAPA","179.2"
"8 X 40 CONTAINERS CONTAINING 320 BAGS OF ACEPHATE ORTHENE TECNICO HOKKO","200.96"
"1 X 20 CONTAINERS CONTAINING 80 PALLET OF PROPICONAZOLE TECNICO UPL","21.6"
"3 X 20 CONTAINERS CONTAINING 57 PACKAGES OF TRINCA CAPS LAMBDA CYHALOTHRIN","62.7"
"1 X 20 CONTAINERS CONTAINING 19 CASE OF TRINCA CAPS LAMBDA CYHALOTHRIN 250 CS","20.9"
"1 X 20 CONTAINERS CONTAINING 30 PACK OF TECNICO BIORISK","18.75"
"1 X 40 CONTAINERS CONTAINING 400 DRUMS OF METHOMYL TECNICO UPL","21.2"
"2 X 40 CONTAINERS CONTAINING 80 PALLET OF IMIDAGOLD 700WG IMIDACLOPRID 70% WG","38.48"
"1 X 22 & 1 X 45 CONTAINERS CONTAINING 60 BAGS OF ZONIC ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID AMICARBAZONE, DIUR ON AND HEXAZINONE","12.85"
"1 X 20 CONTAINERS CONTAINING 50 DRUMS OF 1000LT CRESCENDO 50 X 200LT","11.71"
"1 X 20 CONTAINERS CONTAINING 30 BAGS OF IMAZETHAPYR TECNICO","13.66"
"5 X 40 CONTAINERS CONTAINING 4800 DRUMS OF 19200LT TRICLON 960 X 20LT","116.34"
"2 X 45 CONTAINERS CONTAINING 1920 DRUMS OF TRICLOPYR","46.54"
"2 X 20 CONTAINERS CONTAINING 1600 DRUMS OF 16000LT BROWSER 800 X 20LT","40.26"
"1 X 20 CONTAINERS CONTAINING 540 DRUMS OF 10800LT TRICLON 540 X 20LT","13.42"
"9 X 20 CONTAINERS CONTAINING 9 TANK OF ISOPROPYLAMINE F-E, S-C, MONOISOPROPYLAMINE MIPA 99.5%","130.93"
"1 X 20 CONTAINERS CONTAINING 260 DRUMS OF ABAMECTIN TECNICO UPL","7.46"
"2 X 40 CONTAINERS CONTAINING 1440 BOXES OF FERTILIZERS FOLTRON PLUS SAP","39.24"
"1 X 20 CONTAINERS CONTAINING 30 BAGS OF IMAZETAPYR TECNICO UPL IMAZETHAPYR TC 98","13.89"
"1 X 40 CONTAINERS CONTAINING 720 DRUMS OF DIFLUBENZURON TECNICO (DIFLUBENZURON TECH 98%)","19.8"
"2 X 40 CONTAINERS CONTAINING 2400 BOXES OF FERTILIZERS K-TIONIC","41.81"
"1 X 40 CONTAINERS CONTAINING 400 DRUMS OF METHOMYL TECNICO UPL","21.4"
"2 X 40 CONTAINERS CONTAINING 1800 BOXES OF FERTILIZERS FOLTRON PLUS","39.93"
"1 X 20 CONTAINERS CONTAINING 260 DRUMS OF ABAMECTIN TECNICO UPL","7.46"
"1 X 40 CONTAINERS CONTAINING 720 BOXES OF FERTILIZERS BIOZYME","20.02"
"2 X 40 CONTAINERS CONTAINING 1440 BOXES OF FERTILIZERS BIOZYME","35.5"
"5 X 20 CONTAINERS CONTAINING 2706 PACKAGES OF FIPRONIL 250 FS INICIATE 250FS BR","77.59"
"1 X 40 CONTAINERS CONTAINING 2000 BAGS OF FERTILIZERS K-FOL","20.78"
"1 X 40 CONTAINERS CONTAINING 2160 CARTONS OF ZARTAN METSULFURON-METHYL (METSULFUROM-METILICO)","6.48"
"1 X 40 CONTAINERS CONTAINING 400 DRUMS OF METHOMYL TEC","21.6"
"1 X 40 CONTAINERS CONTAINING 400 DRUMS OF METHOMYL TECNICO UPL","21.2"
"3 X 40 CONTAINERS CONTAINING 2880 BOXES OF PERITO 970 SG INGREDIENTE ATIVO ACEF ATO","66.9"
"9 X 40 CONTAINERS CONTAINING 8100 BAGS OF MICROTHIOL DISPERSS WG","209.18"
"1 X 40 CONTAINERS CONTAINING 40 BAGS OF GLUFOSINATE- AMMONIUM TECNICO UPL INGREDIENTE ATIVO GLUFOSINAT OSAL DE AMONIO MINIMO OU 96 % M,M","20.84"
"1 X 40 CONTAINERS CONTAINING 960 BOXES OF STAGE 500 EC INGREDIENTE ATIVO CLOMAZONE CLOMAZONA","23.39"
"4 X 40 CONTAINERS CONTAINING 3840 BOXES OF PERITO 970 SG INGREDIENTE ATIVO AC EFATO","89.2"
"6 X 40 CONTAINERS CONTAINING 5760 BOXES OF PERITO 970 SG ACEFATO","133.8"
"2 X 40 CONTAINERS CONTAINING 1920 BOXES OF UP - STAGE 500 EC INGREDIENTE ATIVO CLOMAZONE CLOMAZONA","46.78"
"7 X 40 CONTAINERS CONTAINING 6300 BAGS OF MICROTHIOL DISPERSS WG","162.69"
"8 X 40 CONTAINERS CONTAINING 7200 BAGS OF MICROTHIOL DISPERSS WG","185.94"
"1 X 40 CONTAINERS CONTAINING 912 BOXES OF UNIMARK 700 WG INGREDIENTE ATIVO MET RIBUZIN METRIBUZIM","21.63"
"1 X 40 CONTAINERS CONTAINING 480 BAGS OF ACEPHATE TECHNICAL ORTHENE TECH HOKKO","25.05"
"1 X 40 CONTAINERS CONTAINING 960 BOXES OF SPERTO INGREDIENTE ATIVO BIFENTRINA","22.52"
"9 X 40 CONTAINERS CONTAINING 8100 BAGS OF MICROTHIOL DISPERSS WG","209.18"
"3 X 40 CONTAINERS CONTAINING 1440 BAGS OF ACEFATO INGREDIENTE ATIVO ACEPH ATE REGISTRO NO MAPA","76.8"
"2 X 40 CONTAINERS CONTAINING 800 DRUMS OF METHOMYL TECNICO UPL","42.8"
"3 X 20 CONTAINERS CONTAINING 60 PALLET OF UNITOP - DVA RES BLENDA DVA ZAPHIR","51.05"
"1 X 40 CONTAINERS CONTAINING 900 BOXES OF FERTILIZERS FOLTRON PLUS","19.97"
"1 X 40 CONTAINERS CONTAINING 720 BOXES OF FERTILIZERS FOLTRON PLUS","19.62"
"1 X 40 CONTAINERS CONTAINING 720 BOXES OF FERTILIZERS BIOZYME","17.75"
"8 X 20 CONTAINERS CONTAINING 8 TANK OF ISOPROPYLAMINE MONOISOPROPYLAMINE MIPA","116.21"
"1 X 40 CONTAINERS CONTAINING 1120 BOXES OF FERTILIZERS K-FOL","14.53"
"2 X 40 CONTAINERS CONTAINING 80 BAGS OF GLUFOSINATE- AMMON IUM GLUFOSINATOSAL DE AMONIO","41.68"
"2 X 40 CONTAINERS CONTAINING 960 BAGS OF ACEPHATE TECHNICAL ORTHENE TECH HOKKO","50.1"
"2 X 40 CONTAINERS CONTAINING 960 BAGS OF ACEFATO ACEPHATE","51.2"
"2 X 40 CONTAINERS CONTAINING 1920 BOXES OF SPERTO BIFENTRINA PESTICIDE, SOLID, TOXIC ACETAMIPRID","45.04"
"2 X 40 CONTAINERS CONTAINING 960 BAGS OF ACEFATO ACEPHATE","51.2"
"7 X 20 CONTAINERS CONTAINING 5250 DRUMS OF ANCOSAR 720 MSMA 72 %","170.8"
"2 X 40 CONTAINERS CONTAINING 1920 BOXES OF INGREDIENTE ATIVO  PESTICIDE, SOLID, TOXIC ACETAMIPRID 250 BIFENTHRIN 250 WG SPERTO PESTICIDE, SOLID, TOXIC","45.04"
"4 X 40 CONTAINERS CONTAINING 3840 BOXES OF PERITO ACEFATO","89.1"
"2 X 20 CONTAINERS CONTAINING 1200 CARTONS OF FIPRONIL 800 WG","22.8"
"4 X 40 CONTAINERS CONTAINING 3840 BOXES OF INGREDIENTE ATIVO ACEFATO","89.2"
"5 X 40 CONTAINERS CONTAINING 4800 BOXES OF INGREDIENTE ATIVO CLOMAZONE CLOMAZONE CLOMAZONA FLAMMABLE LIQUID CLOMAZONE 500 G,L EC AROMATIC HYDROCARBON, CLOMAZONE MIXTURE","116.9"
"1 X 40 CONTAINERS CONTAINING 400 PACK OF METHOMYL TECNICO UPL","21.2"
"2 X 40 CONTAINERS CONTAINING 960 BAGS OF ACEFATO ACEPHATE","51.2"
"4 X 20 CONTAINERS CONTAINING 80 PALLET OF NEW HDPE DRUMS UNITOP DVA - RES BLENDA DVA ZAPHIR","68.06"
"1 X 20 CONTAINERS CONTAINING 30 BAGS OF IMAZETHAPYR TECNICO UPL","13.59"
